"","bio2","bio3","bio13","bio15","nffd_wgs84","eref_wgs84","OCD","pH","Sand","TRI","TWI"
"1",77.0667495727539,39.8756217956543,96.408805847168,67.7108917236328,343.527008056641,1372.64050292969,167.328536987305,25.0903472900391,246.963287353516,10.0224275588989,10.2738008499146
"2",75.7865753173828,39.3740882873535,101.638282775879,67.4733200073242,344.817047119141,1380.3583984375,351.233673095703,50.3086471557617,448.432098388672,15.9831714630127,9.64523220062256
"3",81.4274749755859,39.8259391784668,94.4452133178711,68.3157501220703,343.766326904297,1375.02966308594,134.772567749023,18.8167285919189,182.126098632812,12.4576463699341,9.98395729064941
"4",79.9748992919922,39.0996932983398,100.746162414551,68.0164566040039,344.850036621094,1382.97534179688,270.218963623047,41.2597122192383,301.152313232422,12.9839506149292,9.88061904907227
"5",87.3584442138672,40.109188079834,87.6166610717773,67.5284881591797,340.896270751953,1348.30578613281,351.77392578125,50.1318283081055,514.359252929688,12.6277418136597,9.99792289733887
"6",86.6532363891602,39.9378318786621,86.5615463256836,68.4977951049805,344.191436767578,1370.28637695312,175.371841430664,26.1984367370605,305.490203857422,7.26423025131226,10.7405300140381
"7",85.7929077148438,39.4954833984375,89.1055526733398,68.4432067871094,345.052581787109,1380.97204589844,72.1601257324219,10.5588045120239,104.851844787598,12.4474878311157,9.89366436004639
"8",83.9056091308594,39.1049308776855,91.3685684204102,68.3677291870117,342.903259277344,1378.89709472656,158.774932861328,22.4672222137451,199.471984863281,14.2032117843628,9.81730651855469
"9",89.7193832397461,39.9374923706055,86.8379821777344,68.4004058837891,350.019622802734,1382.43737792969,298.460479736328,44.5397186279297,474.056854248047,6.28184175491333,10.9987878799438
"10",73.9125595092773,39.2247467041016,100.19750213623,67.9395751953125,346.4599609375,1387.4521484375,363.816497802734,55.7846069335938,520.921630859375,14.4010725021362,10.0371475219727
"11",71.5008392333984,39.3016014099121,98.1927795410156,67.7826156616211,344.566619873047,1381.12915039062,363.165435791016,54.1312065124512,562.665649414062,17.7142086029053,9.47254276275635
"12",77.7193374633789,39.0654792785645,101.612586975098,67.8864364624023,342.207733154297,1376.17761230469,375.730010986328,56.529914855957,426.652923583984,18.9190788269043,9.31869983673096
"13",74.8932647705078,39.0462455749512,98.8223037719727,67.8274993896484,342.703887939453,1378.98217773438,391.269592285156,58.7480392456055,536.056030273438,20.409122467041,9.11019611358643
"14",71.7609100341797,39.292610168457,95.1894683837891,68.1577301025391,340.738616943359,1367.21350097656,360.124206542969,55.2970886230469,547.689758300781,14.741039276123,9.71773815155029
"15",68.9562606811523,39.382266998291,94.9492797851562,68.3101348876953,342.131408691406,1365.1767578125,367.070007324219,58.9039421081543,582.295288085938,11.2607822418213,10.1097249984741
"16",66.7574996948242,39.4180030822754,95.5728988647461,68.5729064941406,343.939788818359,1362.58581542969,362.806945800781,57.2842674255371,526.188842773438,11.7954406738281,10.0264768600464
"17",65.0313491821289,39.6530799865723,95.6912460327148,68.7362670898438,337.227233886719,1331.203125,372.108215332031,58.4976234436035,535.678649902344,8.26717185974121,10.5292015075684
"18",81.4469833374023,38.9836273193359,96.1063232421875,67.7559051513672,345.067962646484,1389.65539550781,375.010284423828,56.9338340759277,436.43310546875,19.9314060211182,9.29325866699219
"19",79.2061386108398,38.9132232666016,99.2661743164062,67.2511749267578,342.388732910156,1382.6240234375,403.151733398438,61.5768966674805,461.077423095703,19.4433155059814,9.23975849151611
"20",76.5049285888672,38.9751968383789,96.6593170166016,67.6495208740234,340.930114746094,1372.80908203125,414.949737548828,63.8312950134277,478.634185791016,18.156551361084,9.2717170715332
"21",74.1710968017578,39.113697052002,95.786865234375,67.8915863037109,340.787292480469,1364.62731933594,401.140960693359,60.1007347106934,605.028564453125,13.3861436843872,9.91627502441406
"22",72.0338439941406,39.5233917236328,94.7497100830078,68.2348937988281,337.206359863281,1343.49816894531,394.897674560547,58.8037338256836,619.831298828125,11.3684387207031,10.0791845321655
"23",70.6513748168945,39.7742767333984,95.1563568115234,68.3286285400391,328.867492675781,1307.42102050781,390.803833007812,60.4218940734863,605.720581054688,13.1249208450317,9.83681964874268
"24",70.594352722168,40.0467414855957,95.2771911621094,67.9745941162109,332.895355224609,1309.53088378906,338.0146484375,53.1262855529785,532.564392089844,7.88075065612793,10.5005130767822
"25",84.4151763916016,38.9784355163574,90.0832901000977,68.2456436157227,344.609588623047,1392.26806640625,281.789703369141,41.3983917236328,309.263854980469,17.7127780914307,9.45353031158447
"26",82.8836975097656,39.013313293457,93.8784790039062,67.5910186767578,342.703765869141,1388.88818359375,392.469024658203,60.6636352539062,460.922088623047,19.1490650177002,9.28045272827148
"27",80.7100067138672,39.0414657592773,94.0990219116211,67.6745834350586,339.145965576172,1371.11987304688,409.200042724609,62.5364151000977,460.386352539062,17.2308979034424,9.41989421844482
"28",79.2085342407227,39.0577812194824,97.6670074462891,67.128044128418,337.725311279297,1357.66882324219,421.941986083984,61.6063690185547,509.617889404297,20.7088260650635,9.26292991638184
"29",77.4043960571289,39.4192924499512,95.2185211181641,67.6758499145508,330.529083251953,1324.99731445312,404.479217529297,59.4978218078613,602.856384277344,13.667649269104,9.84527492523193
"30",76.4079360961914,39.7605590820312,96.2091522216797,67.1813049316406,329.462097167969,1310.16149902344,394.801330566406,60.3749847412109,607.453979492188,17.4398345947266,9.42266082763672
"31",75.9314804077148,39.9565887451172,97.4091186523438,67.0460891723633,321.196044921875,1276.15673828125,396.282867431641,61.2551345825195,602.983276367188,18.0503845214844,9.40063285827637
