"","bio2","bio3","bio13","bio15","nffd_wgs84","eref_wgs84","OCD","pH","Sand","TRI","TWI"
"424",96.366081237793,42.116138458252,187.03352355957,56.7613258361816,302.135681152344,955.362243652344,403.112823486328,43.8198852539062,486.744720458984,20.9123001098633,9.16670417785645
"425",97.6043472290039,40.8545074462891,210.362075805664,61.0735893249512,327.567901611328,1012.15936279297,433.961120605469,50.3249320983887,566.480346679688,20.7231884002686,9.11081504821777
"426",97.0243606567383,40.9463043212891,209.545654296875,60.5369300842285,323.482116699219,1002.01959228516,450.904113769531,52.0679359436035,564.665222167969,36.1340789794922,8.47570991516113
"427",92.2664413452148,39.1726531982422,243.292144775391,61.2850112915039,316.981048583984,990.6328125,474.435577392578,53.4291305541992,526.884765625,39.3585815429688,8.29079341888428
"428",99.3145370483398,41.6316070556641,202.923645019531,59.5288124084473,308.129150390625,977.0888671875,435.147125244141,50.7492218017578,524.722595214844,41.5054664611816,8.03128147125244
"429",99.8812942504883,42.1154251098633,193.332214355469,58.8413963317871,288.608245849609,952.467346191406,419.599548339844,49.625617980957,475.720886230469,34.5496139526367,8.20702171325684
"430",100.833335876465,42.2021217346191,191.449508666992,58.3547744750977,263.478790283203,915.915222167969,413.796752929688,47.5529174804688,474.703979492188,26.244441986084,8.59417057037354
"431",101.001029968262,42.1604537963867,190.235061645508,57.9728851318359,263.467376708984,913.530883789062,402.775512695312,47.2148094177246,499.449371337891,18.7224750518799,9.30523586273193
"432",100.714691162109,41.9628944396973,192.556869506836,57.8384170532227,276.930541992188,929.955200195312,358.152130126953,41.7580604553223,433.172332763672,19.4223346710205,9.22678375244141
"433",100.223190307617,41.8158531188965,191.171615600586,57.396728515625,293.103881835938,949.579223632812,387.002563476562,43.2478866577148,472.043426513672,25.166748046875,8.6621265411377
"434",99.4386138916016,41.5302238464355,191.061584472656,56.9973678588867,305.654266357422,964.844299316406,444.435394287109,48.2408981323242,547.08984375,24.7404689788818,8.76399517059326
"435",97.2917709350586,39.609447479248,219.755645751953,61.8208847045898,321.113250732422,1006.87542724609,457.19091796875,51.9151077270508,566.627319335938,26.0383644104004,8.88193607330322
"436",99.8770065307617,40.5633811950684,207.174530029297,61.0172843933105,326.412719726562,1007.85827636719,437.882080078125,51.5303192138672,594.000305175781,26.78684425354,8.84693241119385
"437",96.2221374511719,39.3165130615234,234.014450073242,61.6685562133789,321.964019775391,1000.58367919922,444.469268798828,52.7720489501953,577.676574707031,52.3775215148926,7.73713827133179
"438",98.2349395751953,40.022876739502,224.22883605957,60.9634895324707,309.672943115234,983.471862792969,446.872100830078,52.5641136169434,557.414306640625,42.6551132202148,7.98672389984131
"439",98.7068176269531,40.1951713562012,219.774520874023,60.3820037841797,290.188934326172,960.506286621094,437.112060546875,51.5348625183105,524.544616699219,39.7180633544922,8.20153999328613
"440",103.04093170166,41.4319496154785,201.003601074219,59.5715217590332,265.647827148438,924.118713378906,415.867462158203,50.8235168457031,502.969512939453,28.7564468383789,8.4891185760498
"441",103.879249572754,41.8690032958984,187.131927490234,58.6332511901855,264.237915039062,919.559020996094,395.752105712891,49.4353485107422,474.309143066406,27.0501232147217,8.55980968475342
"442",103.925003051758,41.7034721374512,191.087158203125,58.4647521972656,277.566131591797,936.4208984375,389.058197021484,45.9750556945801,458.015014648438,24.5757961273193,8.79887199401855
"443",100.650604248047,40.4845428466797,211.705352783203,58.6982841491699,291.902740478516,954.278381347656,450.74658203125,50.5325813293457,520.583557128906,22.1764755249023,8.96946144104004
"444",99.2274017333984,40.2101440429688,209.510879516602,57.9705429077148,307.565399169922,973.573486328125,456.142181396484,51.5459327697754,508.386535644531,26.6175956726074,8.67224025726318
"445",100.972793579102,39.7178497314453,208.565139770508,62.1556739807129,309.108489990234,1002.24145507812,440.971313476562,51.4116020202637,553.905883789062,14.796199798584,9.68420028686523
"446",102.49577331543,40.1863288879395,203.818832397461,61.7298889160156,311.056121826172,998.752624511719,440.997253417969,51.7217559814453,597.039001464844,24.29123878479,8.84227466583252
"447",101.631713867188,39.9823722839355,215.293365478516,61.8649101257324,314.602844238281,999.307373046875,450.594116210938,51.2738952636719,601.305236816406,30.4031219482422,8.49700355529785
"448",91.5487060546875,37.3156700134277,257.901641845703,62.1079330444336,314.519195556641,996.778991699219,456.704071044922,54.2792816162109,547.128479003906,36.8438453674316,8.2838306427002
"449",97.9758834838867,38.9573936462402,235.620162963867,61.5581283569336,304.034973144531,983.173461914062,436.285888671875,53.1351509094238,547.930725097656,34.3656730651855,8.44291973114014
"450",104.504722595215,40.7559394836426,207.430511474609,60.6458969116211,285.184875488281,956.073547363281,412.490142822266,51.168586730957,514.143737792969,35.1776962280273,8.27496910095215
"451",102.45783996582,40.0852012634277,218.996612548828,60.5154418945312,283.190277099609,951.356750488281,432.446228027344,52.477367401123,540.629150390625,37.618824005127,8.1716775894165
"452",105.67652130127,41.0165824890137,196.832366943359,59.4452056884766,274.925231933594,937.942565917969,435.810241699219,52.3841972351074,499.192565917969,41.3386306762695,7.99873971939087
"453",106.574897766113,41.2986030578613,182.239807128906,58.4238128662109,289.879852294922,957.138488769531,448.526092529297,52.8054351806641,496.69091796875,28.3276634216309,8.61476612091064
"454",105.39493560791,40.9096755981445,184.950729370117,57.8174171447754,306.311798095703,978.520141601562,445.182739257812,52.4223136901855,481.923522949219,29.2480125427246,8.60919666290283
"455",100.73454284668,38.8051872253418,211.470108032227,62.9276466369629,306.111724853516,1005.44348144531,376.921173095703,44.6285667419434,455.558410644531,12.622389793396,9.89028072357178
"456",101.129234313965,39.008674621582,215.587554931641,62.852165222168,303.300506591797,996.434448242188,434.964691162109,51.9140243530273,532.856872558594,22.1900749206543,9.08269786834717
"457",100.066627502441,38.7215423583984,226.969039916992,62.9743614196777,301.994232177734,990.380676269531,438.500152587891,51.6666641235352,613.120056152344,24.2931327819824,8.86763858795166
"458",93.4830017089844,37.0456199645996,252.489120483398,62.9407653808594,310.775268554688,999.160217285156,436.811248779297,53.1979827880859,581.225402832031,18.5983924865723,9.318603515625
"459",97.7248611450195,38.0025825500488,241.944259643555,62.4571990966797,302.788818359375,987.207580566406,416.264282226562,52.9354438781738,581.663818359375,33.0451354980469,8.46645545959473
