"galega","cobrancosa","arbequina","picual","cordovilTM","cordovilSE","madural","verdeal"
0.609010008897121,0.369690529432194,0.43550017774482,0.327130298750954,0.492732444462386,0.474750661295479,0.223048387019946,0.379472984792251
0.618427809790318,0.388528685556186,0.407771645962053,0.368410130648727,0.510173972605949,0.486294230671098,0.318520312193221,0.31175209749098
0.593846011357936,0.36152269040814,0.418014770601158,0.323555118600948,0.488205548866384,0.482815586607479,0.2917875412799,0.374326916432203
0.598919938857197,0.359679022013172,0.416752582376394,0.318323434589126,0.509012135448113,0.48137183340758,0.275414849807441,0.384689844925402
0.6524056055986,0.438972616470499,0.332065490058343,0.385191481569485,0.499247483915592,0.51341010618571,0.333007760287444,0.343002722335532
0.614923413692704,0.494851855055783,0.354341767097392,0.343464665037574,0.468038421405127,0.450584256921361,0.183024498756928,0.385808491366228
0.59166818546828,0.360326077935539,0.356046777364169,0.318155316818631,0.471547694250308,0.47434108825827,0.286089305243986,0.386071630599892
0.593728267778829,0.363854890528234,0.386809901813287,0.31617143481895,0.496473247443014,0.47304910245691,0.315089096087886,0.318006538238425
0.654019207149983,0.523527305745259,0.333821672429722,0.348728743307788,0.383134354975932,0.423808805586387,0.149666261680327,0.27745039330823
0.630233975052451,0.406927691914523,0.398577423195684,0.37871083443721,0.495003783794265,0.505485606422663,0.286052186570397,0.312467089190901
0.649130657775732,0.41974721046884,0.421660119993819,0.394796142545693,0.517430503528051,0.518533410803743,0.367560570123166,0.310317723014589
0.594789599483434,0.388516829978048,0.418193552815132,0.375050356236445,0.547429305426491,0.474778473554963,0.357494816702882,0.39492631952455
0.623643184862418,0.401712613212588,0.410266289953767,0.393547199938982,0.55905017517537,0.495573653123957,0.415586285810233,0.400624814129263
0.649521063331995,0.425560096680975,0.417533096925232,0.376882590931528,0.530142996778065,0.518644460206458,0.373129373370966,0.323215000221672
0.655602465319592,0.395994943619078,0.430422433038576,0.390862943530654,0.517062633099562,0.535082090352451,0.263053527325689,0.380382129878332
0.639927301860071,0.407716158532825,0.428685746933826,0.37491479704018,0.519099211099153,0.551015251169454,0.30349603397544,0.386667111263342
0.611392657180491,0.517753411635368,0.43156615249084,0.378408141652523,0.539033366472351,0.563680342949141,0.24188802297927,0.38904826157562
0.602479027341073,0.376803568014719,0.40967533418283,0.376407624047668,0.564739854335608,0.468031534169131,0.363827364543528,0.396548791359036
0.613339206583186,0.379624508845463,0.433565208491991,0.394153117939376,0.547554767937963,0.580953291323213,0.402973991028676,0.348348762063377
0.606252135728424,0.406957343162543,0.451574292497714,0.416598663477522,0.541687218250873,0.58621105603897,0.401124989877098,0.320506975504973
0.653716464065117,0.391339499120931,0.429632988060285,0.405248129062532,0.528495732274525,0.597891142603755,0.327066420400666,0.253231433293428
0.631968705620527,0.378154059206642,0.417022088381106,0.392448304812552,0.558548174189151,0.518170992227103,0.249920591627894,0.380145834754311
0.63671072767502,0.402794261980864,0.431550087106863,0.395617231153167,0.586572925514853,0.625593767167474,0.335060855270043,0.381973093528331
0.618582349007252,0.544436494999513,0.423469479744438,0.37005086531523,0.539535286518115,0.52260363477826,0.214549384363382,0.404461324483964
0.604919087165961,0.358228950118889,0.381358695051928,0.32876531215836,0.510487178622644,0.467202457185924,0.33670225470724,0.326039700415038
0.610721896502327,0.381002087732331,0.412046018893776,0.376837982809774,0.559570548753485,0.585148381800085,0.395963931464191,0.374390008112486
0.603981718862641,0.39914020885656,0.434794321734842,0.404473183784838,0.54274033724202,0.582723837522159,0.402148578698756,0.238504612763876
0.612027410604254,0.379942830589729,0.439342680698935,0.384458573997627,0.564834917394668,0.589844541153128,0.399957382321754,0.326176539267679
0.637773237382461,0.402872315128189,0.414134397895267,0.402262151307229,0.570441074829872,0.512179899404988,0.341766612080327,0.266729929638971
0.648470754737395,0.400509756462123,0.427042927376728,0.411164403845015,0.591527025179629,0.603866310361351,0.358454782373467,0.322393773916778
0.646436728691734,0.416588974952468,0.427339557347964,0.424009810371124,0.592975696945223,0.608710705701357,0.35878971854377,0.317655597122088
0.654071591774775,0.419348265304897,0.439342184118565,0.430385884223112,0.585256834535267,0.612819620575064,0.421076779955198,0.315210338108914
0.649212180549056,0.426747180443401,0.425633492521625,0.41204383871836,0.524860541867293,0.501016174412821,0.265282207936364,0.387623882305885
0.559615603843189,0.49379537090147,0.343133789196944,0.472146207287603,0.23496230987721,0.508646934319474,0.156694137439805,0.0903960414672961
0.545515841057706,0.479461053805413,0.32839875736666,0.500259327639836,0.257223509654286,0.625577518724682,0.197064923483388,0.0802030309650603
0.678271347257705,0.451934234128345,0.325334690455506,0.490154157415924,0.192050519584816,0.639089195338763,0.131873781482294,0.034397086530112
0.61723858439659,0.393846457136459,0.311781351511422,0.442507381960843,0.211556201708598,0.530412192131053,0.147344226055402,0.0452350816403853
0.559569475923733,0.389901521420219,0.31192634914477,0.439270554312519,0.30887458081992,0.517659483205262,0.171249183186106,0.107966974789127
0.623985448770452,0.375452656744014,0.330988151055219,0.390253198336588,0.23532618643025,0.486192082480666,0.117432795569246,0.0864652695068518
0.677390705007019,0.359857019549619,0.307620795818003,0.413273737022342,0.202817059118613,0.506899308560009,0.1330530187233,0.034800843305816
0.645816040596491,0.359500283117753,0.334223348259889,0.404129418476524,0.248033888934824,0.501084611368895,0.160465701635689,0.0496353810731395
0.561213604408014,0.367772308125698,0.333094695995967,0.412047394035078,0.37039576478889,0.509377288676872,0.317635552607054,0.132904601205684
0.551805727241198,0.366013914995337,0.30975576177689,0.419390896067136,0.377828863763803,0.501296501500957,0.296223516285825,0.121344459234937
0.551811098435321,0.505246126071807,0.320890006934605,0.390713659091569,0.420552422070044,0.487669678253171,0.190548025064676,0.215743025963206
0.564951875197184,0.436166292545276,0.333276240070949,0.395405533606305,0.399535743312776,0.591683385707766,0.183997185457364,0.214798780330003
