"","bio2","bio3","bio13","bio15","nffd_wgs84","eref_wgs84","OCD","pH","Sand","TRI","TWI"
"467",74.2168350219727,39.6182823181152,149.303680419922,48.4262008666992,291.091156005859,934.611511230469,357.395233154297,38.2087745666504,326.810394287109,16.0177574157715,9.37755012512207
"468",83.8531875610352,41.0519371032715,162.367309570312,49.8270072937012,298.872344970703,964.249206542969,498.310180664062,48.0210609436035,536.201354980469,18.4063491821289,9.30529880523682
"469",82.2196350097656,40.7228240966797,161.248962402344,49.8732986450195,302.97216796875,965.663635253906,483.576354980469,48.2798385620117,491.695007324219,18.9103584289551,9.33882713317871
"470",80.8438034057617,40.0371589660645,165.876037597656,49.0437774658203,297.097869873047,951.843322753906,522.188903808594,52.6014671325684,548.829467773438,24.4245471954346,9.05790519714355
"471",79.6966705322266,39.5165977478027,171.796737670898,48.139835357666,291.195526123047,937.1123046875,544.917541503906,52.3225898742676,577.340393066406,29.2739925384521,8.54521560668945
"472",77.1408386230469,39.1016235351562,157.57275390625,47.727481842041,288.70166015625,926.449096679688,514.841857910156,48.9008903503418,492.873657226562,19.302318572998,9.30569934844971
"473",75.7028350830078,38.551929473877,144.191101074219,47.0773048400879,294.649536132812,929.835510253906,390.4013671875,37.6331520080566,343.850067138672,7.02948141098022,10.6498022079468
"474",88.1741638183594,40.8890953063965,152.964202880859,49.4284057617188,295.395141601562,959.312255859375,466.433135986328,47.5939102172852,518.444702148438,16.7398910522461,9.45874691009521
"475",87.1493759155273,40.1920738220215,160.121780395508,49.0868759155273,300.390350341797,961.478332519531,509.652709960938,51.4767036437988,572.052001953125,22.416877746582,8.98819828033447
"476",85.2282943725586,39.8993034362793,154.458755493164,48.8079986572266,295.473449707031,949.012268066406,495.784301757812,51.1500549316406,519.216369628906,22.1026802062988,9.02994346618652
"477",84.3191757202148,39.1264610290527,174.06477355957,47.7552528381348,287.978668212891,932.41259765625,533.828918457031,51.358226776123,574.827453613281,29.1701908111572,8.49084854125977
"478",82.7090301513672,38.9474906921387,171.631439208984,47.4044380187988,281.451477050781,916.059387207031,534.15087890625,51.3535575866699,561.225463867188,25.5041332244873,8.81761455535889
"479",79.8414993286133,38.4730339050293,152.400833129883,46.9656448364258,288.425964355469,921.182434082031,509.777252197266,50.0459213256836,528.029479980469,22.4023513793945,8.85351657867432
"480",92.2220001220703,40.6187210083008,142.197204589844,49.0153656005859,292.124572753906,955.737426757812,356.095703125,39.90087890625,407.18994140625,10.2564888000488,10.2233095169067
"481",91.3865432739258,39.9195098876953,155.665283203125,48.5555419921875,294.332794189453,953.914001464844,485.047119140625,49.9064331054688,566.461791992188,23.0810298919678,8.91728782653809
"482",90.1012725830078,39.7793121337891,153.901306152344,48.0857582092285,291.70458984375,944.545166015625,489.286956787109,50.8788261413574,571.500305175781,29.7556285858154,8.59628009796143
"483",89.123420715332,39.3387031555176,157.608291625977,47.592903137207,281.073272705078,923.998168945312,501.508758544922,50.5674057006836,566.187561035156,28.0713787078857,8.5917444229126
"484",87.6450729370117,38.8632469177246,165.268753051758,46.9409561157227,271.607086181641,903.383422851562,518.610656738281,50.555721282959,574.655334472656,34.0325202941895,8.24912261962891
"485",85.5755081176758,38.4787483215332,147.663604736328,46.5420799255371,278.025848388672,906.673950195312,487.954467773438,48.2509956359863,542.408264160156,20.5334815979004,9.38829326629639
"486",96.4790191650391,40.0009155273438,146.096466064453,48.8873291015625,294.148315429688,962.209533691406,419.476684570312,46.3621673583984,531.750183105469,20.8543262481689,9.01888465881348
"487",95.5410079956055,39.7609519958496,148.912002563477,48.2873153686523,290.540252685547,951.917236328125,486.497894287109,50.5171089172363,603.871643066406,33.418586730957,8.35331630706787
"488",93.7318878173828,39.1849060058594,158.308853149414,47.9199409484863,287.430694580078,941.984619140625,490.120574951172,50.7020874023438,596.653381347656,34.0591506958008,8.30029773712158
"489",92.8099365234375,38.9552421569824,155.608337402344,47.2491035461426,274.131408691406,917.279113769531,475.036468505859,51.3763580322266,559.812377929688,34.3039245605469,8.22103881835938
"490",86.5688247680664,37.908145904541,179.564987182617,46.2934265136719,272.23291015625,906.72412109375,517.815185546875,51.5484924316406,548.653503417969,42.6223907470703,8.05750370025635
"491",90.7350921630859,38.6783676147461,148.360641479492,46.0109672546387,281.465789794922,912.708862304688,525.958984375,51.8881149291992,519.405578613281,33.1517601013184,8.33175468444824
"492",91.4323501586914,38.4814567565918,125.298233032227,45.7396812438965,273.378662109375,897.183044433594,516.1435546875,55.6227226257324,436.244384765625,19.1630229949951,9.43831539154053
"493",99.7374038696289,39.6471328735352,151.966278076172,48.9699668884277,293.982269287109,966.649841308594,460.158599853516,49.2732162475586,586.158508300781,25.4742832183838,8.71352291107178
"494",97.2415771484375,39.0841217041016,157.265090942383,48.4100379943848,288.132171630859,953.765625,458.453674316406,47.8564376831055,547.568298339844,42.931396484375,7.97532367706299
"495",92.4059677124023,38.1463737487793,172.948013305664,47.7978363037109,280.11181640625,936.74365234375,473.946044921875,49.6217079162598,563.818908691406,45.6708183288574,7.92758321762085
"496",94.5821151733398,38.4654541015625,157.907135009766,47.1513710021973,272.221710205078,919.487121582031,472.464294433594,49.9473190307617,560.269165039062,44.400016784668,8.01865673065186
"497",88.7794647216797,37.7167205810547,174.790344238281,46.2787742614746,277.624542236328,917.02392578125,506.173980712891,52.1230010986328,529.104797363281,47.9166984558105,7.98997688293457
"498",87.3093719482422,37.4057731628418,175.026809692383,45.5350799560547,264.683959960938,894.752746582031,522.079223632812,51.284309387207,538.453125,36.8033981323242,8.2086353302002
"499",93.887321472168,38.34521484375,139.066177368164,45.2243766784668,263.884429931641,885.305297851562,517.148681640625,51.9841499328613,471.603912353516,36.199146270752,8.23764610290527
"500",100.257461547852,38.8265075683594,161.769683837891,49.4846076965332,288.987823486328,966.1357421875,467.96435546875,50.6741981506348,538.081359863281,29.3536567687988,8.57803726196289
"501",98.1760940551758,38.4097137451172,161.723846435547,48.7413063049316,283.803527832031,954.208862304688,459.36181640625,49.4931755065918,505.393493652344,43.7120208740234,7.9750919342041
"502",87.7582015991211,36.722038269043,186.269668579102,47.4376754760742,273.576019287109,934.198913574219,491.91650390625,54.0968742370605,519.643920898438,52.141227722168,7.80373573303223
